tier,standard,note,ga_weeks,stratum,efw_g,ac_cm,hc_cm,centile,expect_centile,expect_efw_g,expect_delta,tolerance
1,who,published knot,16,female,162,,,,90,,,0.05
1,who,published knot,16,female,170,,,,95,,,0.05
1,who,published knot,17,female,145,,,,5,,,0.05
1,who,published knot,17,female,152,,,,10,,,0.05
1,who,published knot,17,female,164,,,,25,,,0.05
1,who,published knot,17,female,176,,,,50,,,0.05
1,who,published knot,17,female,189,,,,75,,,0.05
1,who,published knot,17,female,202,,,,90,,,0.05
1,who,published knot,17,female,211,,,,95,,,0.05
1,who,published knot,18,female,180,,,,5,,,0.05
1,who,published knot,18,female,188,,,,10,,,0.05
1,who,published knot,18,female,202,,,,25,,,0.05
1,who,published knot,18,female,217,,,,50,,,0.05
1,who,published knot,18,female,233,,,,75,,,0.05
1,who,published knot,18,female,248,,,,90,,,0.05
1,who,published knot,18,female,261,,,,95,,,0.05
1,who,published knot,19,female,221,,,,5,,,0.05
1,who,published knot,19,female,231,,,,10,,,0.05
1,who,published knot,19,female,248,,,,25,,,0.05
1,who,published knot,19,female,266,,,,50,,,0.05
1,who,published knot,19,female,285,,,,75,,,0.05
1,who,published knot,19,female,304,,,,90,,,0.05
1,who,published knot,19,female,319,,,,95,,,0.05
1,who,published knot,20,female,269,,,,5,,,0.05
1,who,published knot,20,female,281,,,,10,,,0.05
1,who,published knot,20,female,302,,,,25,,,0.05
1,who,published knot,20,female,322,,,,50,,,0.05
1,who,published knot,20,female,346,,,,75,,,0.05
1,who,published knot,20,female,369,,,,90,,,0.05
1,who,published knot,20,female,387,,,,95,,,0.05
1,who,published knot,21,female,324,,,,5,,,0.05
1,who,published knot,21,female,339,,,,10,,,0.05
1,who,published knot,21,female,364,,,,25,,,0.05
1,who,published knot,21,female,388,,,,50,,,0.05
1,who,published knot,21,female,417,,,,75,,,0.05
1,who,published knot,21,female,444,,,,90,,,0.05
1,who,published knot,21,female,466,,,,95,,,0.05
1,who,published knot,22,female,388,,,,5,,,0.05
1,who,published knot,22,female,405,,,,10,,,0.05
1,who,published knot,22,female,435,,,,25,,,0.05
1,who,published knot,22,female,464,,,,50,,,0.05
1,who,published knot,22,female,499,,,,75,,,0.05
1,who,published knot,22,female,530,,,,90,,,0.05
1,who,published knot,22,female,557,,,,95,,,0.05
1,who,published knot,23,female,461,,,,5,,,0.05
1,who,published knot,23,female,481,,,,10,,,0.05
1,who,published knot,23,female,516,,,,25,,,0.05
1,who,published knot,23,female,551,,,,50,,,0.05
1,who,published knot,23,female,592,,,,75,,,0.05
1,who,published knot,23,female,629,,,,90,,,0.05
1,who,published knot,23,female,660,,,,95,,,0.05
1,who,published knot,24,female,542,,,,5,,,0.05
1,who,published knot,24,female,567,,,,10,,,0.05
1,who,published knot,24,female,608,,,,25,,,0.05
1,who,published knot,24,female,649,,,,50,,,0.05
1,who,published knot,24,female,697,,,,75,,,0.05
1,who,published knot,24,female,740,,,,90,,,0.05
1,who,published knot,24,female,776,,,,95,,,0.05
1,who,published knot,25,female,634,,,,5,,,0.05
1,who,published knot,25,female,663,,,,10,,,0.05
1,who,published knot,25,female,710,,,,25,,,0.05
1,who,published knot,25,female,758,,,,50,,,0.05
1,who,published knot,25,female,815,,,,75,,,0.05
1,who,published knot,25,female,865,,,,90,,,0.05
1,who,published knot,25,female,907,,,,95,,,0.05
1,who,published knot,26,female,735,,,,5,,,0.05
1,who,published knot,26,female,769,,,,10,,,0.05
1,who,published knot,26,female,823,,,,25,,,0.05
1,who,published knot,26,female,880,,,,50,,,0.05
1,who,published knot,26,female,946,,,,75,,,0.05
1,who,published knot,26,female,1003,,,,90,,,0.05
1,who,published knot,26,female,1051,,,,95,,,0.05
1,who,published knot,27,female,846,,,,5,,,0.05
1,who,published knot,27,female,886,,,,10,,,0.05
1,who,published knot,27,female,948,,,,25,,,0.05
1,who,published knot,27,female,1014,,,,50,,,0.05
1,who,published knot,27,female,1090,,,,75,,,0.05
1,who,published knot,27,female,1156,,,,90,,,0.05
1,who,published knot,27,female,1210,,,,95,,,0.05
1,who,published knot,28,female,967,,,,5,,,0.05
1,who,published knot,28,female,1013,,,,10,,,0.05
1,who,published knot,28,female,1083,,,,25,,,0.05
1,who,published knot,28,female,1160,,,,50,,,0.05
1,who,published knot,28,female,1247,,,,75,,,0.05
1,who,published knot,28,female,1323,,,,90,,,0.05
1,who,published knot,28,female,1383,,,,95,,,0.05
1,who,published knot,29,female,1096,,,,5,,,0.05
1,who,published knot,29,female,1150,,,,10,,,0.05
1,who,published knot,29,female,1230,,,,25,,,0.05
1,who,published knot,29,female,1319,,,,50,,,0.05
1,who,published knot,29,female,1418,,,,75,,,0.05
1,who,published knot,29,female,1505,,,,90,,,0.05
1,who,published knot,29,female,1570,,,,95,,,0.05
1,who,published knot,30,female,1234,,,,5,,,0.05
1,who,published knot,30,female,1296,,,,10,,,0.05
1,who,published knot,30,female,1386,,,,25,,,0.05
1,who,published knot,30,female,1489,,,,50,,,0.05
1,who,published knot,30,female,1601,,,,75,,,0.05
1,who,published knot,30,female,1699,,,,90,,,0.05
1,who,published knot,30,female,1770,,,,95,,,0.05
1,who,published knot,31,female,1379,,,,5,,,0.05
1,who,published knot,31,female,1451,,,,10,,,0.05
1,who,published knot,31,female,1553,,,,25,,,0.05
1,who,published knot,31,female,1670,,,,50,,,0.05
1,who,published knot,31,female,1796,,,,75,,,0.05
1,who,published knot,31,female,1907,,,,90,,,0.05
1,who,published knot,31,female,1984,,,,95,,,0.05
1,who,published knot,32,female,1530,,,,5,,,0.05
1,who,published knot,32,female,1614,,,,10,,,0.05
1,who,published knot,32,female,1728,,,,25,,,0.05
1,who,published knot,32,female,1861,,,,50,,,0.05
1,who,published knot,32,female,2002,,,,75,,,0.05
1,who,published knot,32,female,2127,,,,90,,,0.05
1,who,published knot,32,female,2209,,,,95,,,0.05
1,who,published knot,33,female,1687,,,,5,,,0.05
1,who,published knot,33,female,1783,,,,10,,,0.05
1,who,published knot,33,female,1911,,,,25,,,0.05
1,who,published knot,33,female,2060,,,,50,,,0.05
1,who,published knot,33,female,2217,,,,75,,,0.05
1,who,published knot,33,female,2358,,,,90,,,0.05
1,who,published knot,33,female,2445,,,,95,,,0.05
1,who,published knot,34,female,1847,,,,5,,,0.05
1,who,published knot,34,female,1957,,,,10,,,0.05
1,who,published knot,34,female,2101,,,,25,,,0.05
1,who,published knot,34,female,2268,,,,50,,,0.05
1,who,published knot,34,female,2440,,,,75,,,0.05
1,who,published knot,34,female,2598,,,,90,,,0.05
1,who,published knot,34,female,2690,,,,95,,,0.05
1,who,published knot,35,female,2008,,,,5,,,0.05
1,who,published knot,35,female,2135,,,,10,,,0.05
1,who,published knot,35,female,2296,,,,25,,,0.05
1,who,published knot,35,female,2481,,,,50,,,0.05
1,who,published knot,35,female,2669,,,,75,,,0.05
1,who,published knot,35,female,2846,,,,90,,,0.05
1,who,published knot,35,female,2943,,,,95,,,0.05
1,who,published knot,36,female,2169,,,,5,,,0.05
1,who,published knot,36,female,2314,,,,10,,,0.05
1,who,published knot,36,female,2494,,,,25,,,0.05
1,who,published knot,36,female,2698,,,,50,,,0.05
1,who,published knot,36,female,2902,,,,75,,,0.05
1,who,published knot,36,female,3099,,,,90,,,0.05
1,who,published knot,36,female,3201,,,,95,,,0.05
1,who,published knot,37,female,2329,,,,5,,,0.05
1,who,published knot,37,female,2493,,,,10,,,0.05
1,who,published knot,37,female,2695,,,,25,,,0.05
1,who,published knot,37,female,2917,,,,50,,,0.05
1,who,published knot,37,female,3138,,,,75,,,0.05
1,who,published knot,37,female,3357,,,,90,,,0.05
1,who,published knot,37,female,3462,,,,95,,,0.05
1,who,published knot,38,female,2484,,,,5,,,0.05
1,who,published knot,38,female,2670,,,,10,,,0.05
1,who,published knot,38,female,2896,,,,25,,,0.05
1,who,published knot,38,female,3136,,,,50,,,0.05
1,who,published knot,38,female,3373,,,,75,,,0.05
1,who,published knot,38,female,3616,,,,90,,,0.05
1,who,published knot,38,female,3725,,,,95,,,0.05
1,who,published knot,39,female,2633,,,,5,,,0.05
1,who,published knot,39,female,2843,,,,10,,,0.05
1,who,published knot,39,female,3096,,,,25,,,0.05
1,who,published knot,39,female,3354,,,,50,,,0.05
1,who,published knot,39,female,3605,,,,75,,,0.05
1,who,published knot,39,female,3875,,,,90,,,0.05
1,who,published knot,39,female,3988,,,,95,,,0.05
1,who,published knot,40,female,2775,,,,5,,,0.05
1,who,published knot,40,female,3010,,,,10,,,0.05
1,who,published knot,40,female,3294,,,,25,,,0.05
1,who,published knot,40,female,3567,,,,50,,,0.05
1,who,published knot,40,female,3832,,,,75,,,0.05
1,who,published knot,40,female,4131,,,,90,,,0.05
1,who,published knot,40,female,4247,,,,95,,,0.05
1,who,published knot,14,male,75,,,,5,,,0.05
1,who,published knot,14,male,79,,,,10,,,0.05
1,who,published knot,14,male,84,,,,25,,,0.05
1,who,published knot,14,male,92,,,,50,,,0.05
1,who,published knot,14,male,99,,,,75,,,0.05
1,who,published knot,14,male,105,,,,90,,,0.05
1,who,published knot,14,male,109,,,,95,,,0.05
1,who,published knot,15,male,96,,,,5,,,0.05
1,who,published knot,15,male,100,,,,10,,,0.05
1,who,published knot,15,male,107,,,,25,,,0.05
1,who,published knot,15,male,116,,,,50,,,0.05
1,who,published knot,15,male,126,,,,75,,,0.05
1,who,published knot,15,male,134,,,,90,,,0.05
1,who,published knot,15,male,139,,,,95,,,0.05
1,who,published knot,16,male,121,,,,5,,,0.05
1,who,published knot,16,male,127,,,,10,,,0.05
1,who,published knot,16,male,136,,,,25,,,0.05
1,who,published knot,16,male,146,,,,50,,,0.05
1,who,published knot,16,male,158,,,,75,,,0.05
1,who,published knot,16,male,169,,,,90,,,0.05
1,who,published knot,16,male,175,,,,95,,,0.05
1,who,published knot,17,male,152,,,,5,,,0.05
1,who,published knot,17,male,158,,,,10,,,0.05
1,who,published knot,17,male,170,,,,25,,,0.05
1,who,published knot,17,male,183,,,,50,,,0.05
1,who,published knot,17,male,197,,,,75,,,0.05
1,who,published knot,17,male,210,,,,90,,,0.05
1,who,published knot,17,male,219,,,,95,,,0.05
1,who,published knot,18,male,188,,,,5,,,0.05
1,who,published knot,18,male,196,,,,10,,,0.05
1,who,published knot,18,male,210,,,,25,,,0.05
1,who,published knot,18,male,226,,,,50,,,0.05
1,who,published knot,18,male,243,,,,75,,,0.05
1,who,published knot,18,male,260,,,,90,,,0.05
1,who,published knot,18,male,271,,,,95,,,0.05
1,who,published knot,19,male,232,,,,5,,,0.05
1,who,published knot,19,male,241,,,,10,,,0.05
1,who,published knot,19,male,258,,,,25,,,0.05
1,who,published knot,19,male,277,,,,50,,,0.05
1,who,published knot,19,male,298,,,,75,,,0.05
1,who,published knot,19,male,320,,,,90,,,0.05
1,who,published knot,19,male,333,,,,95,,,0.05
1,who,published knot,20,male,282,,,,5,,,0.05
1,who,published knot,20,male,293,,,,10,,,0.05
1,who,published knot,20,male,314,,,,25,,,0.05
1,who,published knot,20,male,337,,,,50,,,0.05
1,who,published knot,20,male,362,,,,75,,,0.05
1,who,published knot,20,male,389,,,,90,,,0.05
1,who,published knot,20,male,405,,,,95,,,0.05
1,who,published knot,21,male,341,,,,5,,,0.05
1,who,published knot,21,male,354,,,,10,,,0.05
1,who,published knot,21,male,380,,,,25,,,0.05
1,who,published knot,21,male,407,,,,50,,,0.05
1,who,published knot,21,male,436,,,,75,,,0.05
1,who,published knot,21,male,469,,,,90,,,0.05
1,who,published knot,21,male,489,,,,95,,,0.05
1,who,published knot,22,male,408,,,,5,,,0.05
1,who,published knot,22,male,424,,,,10,,,0.05
1,who,published knot,22,male,454,,,,25,,,0.05
1,who,published knot,22,male,487,,,,50,,,0.05
1,who,published knot,22,male,522,,,,75,,,0.05
1,who,published knot,22,male,561,,,,90,,,0.05
1,who,published knot,22,male,586,,,,95,,,0.05
1,who,published knot,23,male,484,,,,5,,,0.05
1,who,published knot,23,male,503,,,,10,,,0.05
1,who,published knot,23,male,539,,,,25,,,0.05
1,who,published knot,23,male,578,,,,50,,,0.05
1,who,published knot,23,male,619,,,,75,,,0.05
1,who,published knot,23,male,666,,,,90,,,0.05
1,who,published knot,23,male,695,,,,95,,,0.05
1,who,published knot,24,male,570,,,,5,,,0.05
1,who,published knot,24,male,592,,,,10,,,0.05
1,who,published knot,24,male,635,,,,25,,,0.05
1,who,published knot,24,male,681,,,,50,,,0.05
1,who,published knot,24,male,730,,,,75,,,0.05
1,who,published knot,24,male,785,,,,90,,,0.05
1,who,published knot,24,male,818,,,,95,,,0.05
1,who,published knot,25,male,666,,,,5,,,0.05
1,who,published knot,25,male,692,,,,10,,,0.05
1,who,published knot,25,male,742,,,,25,,,0.05
1,who,published knot,25,male,795,,,,50,,,0.05
1,who,published knot,25,male,853,,,,75,,,0.05
1,who,published knot,25,male,917,,,,90,,,0.05
1,who,published knot,25,male,956,,,,95,,,0.05
1,who,published knot,26,male,772,,,,5,,,0.05
1,who,published knot,26,male,803,,,,10,,,0.05
1,who,published knot,26,male,860,,,,25,,,0.05
1,who,published knot,26,male,923,,,,50,,,0.05
1,who,published knot,26,male,990,,,,75,,,0.05
1,who,published knot,26,male,1063,,,,90,,,0.05
1,who,published knot,26,male,1109,,,,95,,,0.05
1,who,published knot,27,male,888,,,,5,,,0.05
1,who,published knot,27,male,924,,,,10,,,0.05
1,who,published knot,27,male,989,,,,25,,,0.05
1,who,published knot,27,male,1063,,,,50,,,0.05
1,who,published knot,27,male,1141,,,,75,,,0.05
1,who,published knot,27,male,1224,,,,90,,,0.05
1,who,published knot,27,male,1276,,,,95,,,0.05
1,who,published knot,28,male,1014,,,,5,,,0.05
1,who,published knot,28,male,1055,,,,10,,,0.05
1,who,published knot,28,male,1129,,,,25,,,0.05
1,who,published knot,28,male,1215,,,,50,,,0.05
1,who,published knot,28,male,1305,,,,75,,,0.05
1,who,published knot,28,male,1399,,,,90,,,0.05
1,who,published knot,28,male,1458,,,,95,,,0.05
1,who,published knot,29,male,1149,,,,5,,,0.05
1,who,published knot,29,male,1197,,,,10,,,0.05
1,who,published knot,29,male,1281,,,,25,,,0.05
1,who,published knot,29,male,1379,,,,50,,,0.05
1,who,published knot,29,male,1482,,,,75,,,0.05
1,who,published knot,29,male,1587,,,,90,,,0.05
1,who,published knot,29,male,1654,,,,95,,,0.05
1,who,published knot,30,male,1293,,,,5,,,0.05
1,who,published knot,30,male,1349,,,,10,,,0.05
1,who,published knot,30,male,1442,,,,25,,,0.05
1,who,published knot,30,male,1555,,,,50,,,0.05
1,who,published knot,30,male,1672,,,,75,,,0.05
1,who,published knot,30,male,1788,,,,90,,,0.05
1,who,published knot,30,male,1863,,,,95,,,0.05
1,who,published knot,31,male,1445,,,,5,,,0.05
1,who,published knot,31,male,1509,,,,10,,,0.05
1,who,published knot,31,male,1613,,,,25,,,0.05
1,who,published knot,31,male,1741,,,,50,,,0.05
1,who,published knot,31,male,1874,,,,75,,,0.05
1,who,published knot,31,male,2000,,,,90,,,0.05
1,who,published knot,31,male,2085,,,,95,,,0.05
1,who,published knot,32,male,1605,,,,5,,,0.05
1,who,published knot,32,male,1677,,,,10,,,0.05
1,who,published knot,32,male,1793,,,,25,,,0.05
1,who,published knot,32,male,1937,,,,50,,,0.05
1,who,published knot,32,male,2085,,,,75,,,0.05
1,who,published knot,32,male,2224,,,,90,,,0.05
1,who,published knot,32,male,2319,,,,95,,,0.05
1,who,published knot,33,male,1770,,,,5,,,0.05
1,who,published knot,33,male,1852,,,,10,,,0.05
1,who,published knot,33,male,1980,,,,25,,,0.05
1,who,published knot,33,male,2140,,,,50,,,0.05
1,who,published knot,33,male,2306,,,,75,,,0.05
1,who,published knot,33,male,2456,,,,90,,,0.05
1,who,published knot,33,male,2562,,,,95,,,0.05
1,who,published knot,34,male,1941,,,,5,,,0.05
1,who,published knot,34,male,2032,,,,10,,,0.05
1,who,published knot,34,male,2174,,,,25,,,0.05
1,who,published knot,34,male,2350,,,,50,,,0.05
1,who,published knot,34,male,2534,,,,75,,,0.05
1,who,published knot,34,male,2694,,,,90,,,0.05
1,who,published knot,34,male,2814,,,,95,,,0.05
1,who,published knot,35,male,2114,,,,5,,,0.05
1,who,published knot,35,male,2217,,,,10,,,0.05
1,who,published knot,35,male,2372,,,,25,,,0.05
1,who,published knot,35,male,2565,,,,50,,,0.05
1,who,published knot,35,male,2767,,,,75,,,0.05
1,who,published knot,35,male,2938,,,,90,,,0.05
1,who,published knot,35,male,3072,,,,95,,,0.05
1,who,published knot,36,male,2290,,,,5,,,0.05
1,who,published knot,36,male,2404,,,,10,,,0.05
1,who,published knot,36,male,2574,,,,25,,,0.05
1,who,published knot,36,male,2783,,,,50,,,0.05
1,who,published knot,36,male,3002,,,,75,,,0.05
1,who,published knot,36,male,3185,,,,90,,,0.05
1,who,published knot,36,male,3334,,,,95,,,0.05
1,who,published knot,37,male,2466,,,,5,,,0.05
1,who,published knot,37,male,2591,,,,10,,,0.05
1,who,published knot,37,male,2777,,,,25,,,0.05
1,who,published knot,37,male,3001,,,,50,,,0.05
1,who,published knot,37,male,3238,,,,75,,,0.05
1,who,published knot,37,male,3432,,,,90,,,0.05
1,who,published knot,37,male,3598,,,,95,,,0.05
1,who,published knot,38,male,2641,,,,5,,,0.05
1,who,published knot,38,male,2778,,,,10,,,0.05
1,who,published knot,38,male,2981,,,,25,,,0.05
1,who,published knot,38,male,3218,,,,50,,,0.05
1,who,published knot,38,male,3472,,,,75,,,0.05
1,who,published knot,38,male,3676,,,,90,,,0.05
1,who,published knot,38,male,3863,,,,95,,,0.05
1,who,published knot,39,male,2813,,,,5,,,0.05
1,who,published knot,39,male,2962,,,,10,,,0.05
1,who,published knot,39,male,3183,,,,25,,,0.05
1,who,published knot,39,male,3432,,,,50,,,0.05
1,who,published knot,39,male,3701,,,,75,,,0.05
1,who,published knot,39,male,3916,,,,90,,,0.05
1,who,published knot,39,male,4125,,,,95,,,0.05
1,who,published knot,40,male,2981,,,,5,,,0.05
1,who,published knot,40,male,3142,,,,10,,,0.05
1,who,published knot,40,male,3382,,,,25,,,0.05
1,who,published knot,40,male,3639,,,,50,,,0.05
1,who,published knot,40,male,3923,,,,75,,,0.05
1,who,published knot,40,male,4149,,,,90,,,0.05
1,who,published knot,40,male,4383,,,,95,,,0.05
1,hadlock_1991_table,published Table 1 value,20,,248,,,,3,,,0.6
1,hadlock_1991_table,published Table 1 value,20,,275,,,,10,,,0.6
1,hadlock_1991_table,published Table 1 value,20,,331,,,,50,,,0.6
1,hadlock_1991_table,published Table 1 value,20,,387,,,,90,,,0.6
1,hadlock_1991_table,published Table 1 value,20,,414,,,,97,,,0.6
1,hadlock_1991_table,published Table 1 value,30,,1169,,,,3,,,0.6
1,hadlock_1991_table,published Table 1 value,30,,1294,,,,10,,,0.6
1,hadlock_1991_table,published Table 1 value,30,,1559,,,,50,,,0.6
1,hadlock_1991_table,published Table 1 value,30,,1824,,,,90,,,0.6
1,hadlock_1991_table,published Table 1 value,30,,1949,,,,97,,,0.6
1,hadlock_1991_table,published Table 1 value,32,,1465,,,,3,,,0.6
1,hadlock_1991_table,published Table 1 value,32,,1621,,,,10,,,0.6
1,hadlock_1991_table,published Table 1 value,32,,1953,,,,50,,,0.6
1,hadlock_1991_table,published Table 1 value,32,,2285,,,,90,,,0.6
1,hadlock_1991_table,published Table 1 value,32,,2441,,,,97,,,0.6
1,hadlock_1991_table,published Table 1 value,40,,2714,,,,3,,,0.6
1,hadlock_1991_table,published Table 1 value,40,,3004,,,,10,,,0.6
1,hadlock_1991_table,published Table 1 value,40,,3619,,,,50,,,0.6
1,hadlock_1991_table,published Table 1 value,40,,4234,,,,90,,,0.6
1,hadlock_1991_table,published Table 1 value,40,,4524,,,,97,,,0.6
1,hadlock_1991_variants,the equation (12.7%) and table (13.3%) variants must differ by this much,20,,300,,,,23.1,,-1.0,0.1
1,hadlock_1991_variants,the equation (12.7%) and table (13.3%) variants must differ by this much,30,,1200,,,,3.5,,-0.7,0.1
1,hadlock_1991_variants,the equation (12.7%) and table (13.3%) variants must differ by this much,32,,1600,,,,7.7,,-1.0,0.1
1,hadlock_1991_variants,the equation (12.7%) and table (13.3%) variants must differ by this much,36,,2300,,,,7.5,,-1.0,0.1
1,hadlock_1991_variants,the equation (12.7%) and table (13.3%) variants must differ by this much,40,,2900,,,,5.9,,-0.9,0.1
2,intergrowth,paper worked example,,,,26,29,,,1499,,1
2,intergrowth,"paper worked example, 3rd centile at 30w",30,,,,,3,,1106,,1
