case,ga_days,ac_mm,hc_mm,fl_mm,bpd_mm,sex,race,fgps_efw_g,fgps_who,fgps_nichd,fgps_intergrowth,fgps_hadlock,compare_who,compare_nichd,compare_intergrowth,compare_hadlock,note
no_bpd,227,283.1,298.8,61.9,,combined,hispanic,1960.8,60.2,60.1,56.2,37.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,283.1,298.8,61.9,,female,asian,1960.8,67.7,67.5,56.2,37.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,283.1,298.8,61.9,,male,asian,1960.8,54.0,67.5,56.2,37.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,283.1,298.8,61.9,,combined,asian,1960.8,60.2,67.5,56.2,37.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,291.6,307.7,63.7,,female,white,2154.6,91.7,74.7,80.9,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,291.6,307.7,63.7,,male,white,2154.6,82.5,74.7,80.9,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,291.6,307.7,63.7,,combined,white,2154.6,86.5,74.7,80.9,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,291.6,307.7,63.7,,female,black,2154.6,91.7,91.1,80.9,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,291.6,307.7,63.7,,male,black,2154.6,82.5,91.1,80.9,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,291.6,307.7,63.7,,combined,black,2154.6,86.5,91.1,80.9,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,291.6,307.7,63.7,,female,hispanic,2154.6,91.7,83.4,80.9,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,291.6,307.7,63.7,,male,hispanic,2154.6,82.5,83.4,80.9,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,291.6,307.7,63.7,,combined,hispanic,2154.6,86.5,83.4,80.9,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,291.6,307.7,63.7,,female,asian,2154.6,91.7,91.4,80.9,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,291.6,307.7,63.7,,male,asian,2154.6,82.5,91.4,80.9,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,291.6,307.7,63.7,,combined,asian,2154.6,86.5,91.4,80.9,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,289.1,299.7,63.1,,female,white,2066.4,21.4,11.0,27.0,15.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,289.1,299.7,63.1,,male,white,2066.4,13.6,11.0,27.0,15.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,289.1,299.7,63.1,,combined,white,2066.4,18.2,11.0,27.0,15.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,289.1,299.7,63.1,,female,black,2066.4,21.4,27.9,27.0,15.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,289.1,299.7,63.1,,male,black,2066.4,13.6,27.9,27.0,15.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,289.1,299.7,63.1,,combined,black,2066.4,18.2,27.9,27.0,15.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,289.1,299.7,63.1,,female,hispanic,2066.4,21.4,23.5,27.0,15.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,289.1,299.7,63.1,,male,hispanic,2066.4,13.6,23.5,27.0,15.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,289.1,299.7,63.1,,combined,hispanic,2066.4,18.2,23.5,27.0,15.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,289.1,299.7,63.1,,female,asian,2066.4,21.4,29.5,27.0,15.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,289.1,299.7,63.1,,male,asian,2066.4,13.6,29.5,27.0,15.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,289.1,299.7,63.1,,combined,asian,2066.4,18.2,29.5,27.0,15.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,298.0,309.0,65.0,,female,white,2277.2,51.3,35.3,53.8,37.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,298.0,309.0,65.0,,male,white,2277.2,39.7,35.3,53.8,37.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,298.0,309.0,65.0,,combined,white,2277.2,45.1,35.3,53.8,37.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,298.0,309.0,65.0,,female,black,2277.2,51.3,53.5,53.8,37.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,298.0,309.0,65.0,,male,black,2277.2,39.7,53.5,53.8,37.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,298.0,309.0,65.0,,combined,black,2277.2,45.1,53.5,53.8,37.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,298.0,309.0,65.0,,female,hispanic,2277.2,51.3,47.3,53.8,37.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,298.0,309.0,65.0,,male,hispanic,2277.2,39.7,47.3,53.8,37.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,298.0,309.0,65.0,,combined,hispanic,2277.2,45.1,47.3,53.8,37.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,298.0,309.0,65.0,,female,asian,2277.2,51.3,55.2,53.8,37.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,298.0,309.0,65.0,,male,asian,2277.2,39.7,55.2,53.8,37.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,298.0,309.0,65.0,,combined,asian,2277.2,45.1,55.2,53.8,37.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,306.9,318.3,67.0,,female,white,2506.5,81.3,60.1,78.9,66.6,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,306.9,318.3,67.0,,male,white,2506.5,71.3,60.1,78.9,66.6,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,306.9,318.3,67.0,,combined,white,2506.5,76.3,60.1,78.9,66.6,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,306.9,318.3,67.0,,female,black,2506.5,81.3,78.0,78.9,66.6,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,306.9,318.3,67.0,,male,black,2506.5,71.3,78.0,78.9,66.6,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,306.9,318.3,67.0,,combined,black,2506.5,76.3,78.0,78.9,66.6,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,306.9,318.3,67.0,,female,hispanic,2506.5,81.3,69.7,78.9,66.6,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,306.9,318.3,67.0,,male,hispanic,2506.5,71.3,69.7,78.9,66.6,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,306.9,318.3,67.0,,combined,hispanic,2506.5,76.3,69.7,78.9,66.6,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,306.9,318.3,67.0,,female,asian,2506.5,81.3,79.9,78.9,66.6,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,306.9,318.3,67.0,,male,asian,2506.5,71.3,79.9,78.9,66.6,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,238,306.9,318.3,67.0,,combined,asian,2506.5,76.3,79.9,78.9,66.6,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,307.5,311.4,66.9,,female,white,2468.5,22.9,13.4,27.5,16.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,307.5,311.4,66.9,,male,white,2468.5,15.7,13.4,27.5,16.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,307.5,311.4,66.9,,combined,white,2468.5,19.8,13.4,27.5,16.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,307.5,311.4,66.9,,female,black,2468.5,22.9,30.9,27.5,16.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,307.5,311.4,66.9,,male,black,2468.5,15.7,30.9,27.5,16.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,307.5,311.4,66.9,,combined,black,2468.5,19.8,30.9,27.5,16.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,307.5,311.4,66.9,,female,hispanic,2468.5,22.9,25.8,27.5,16.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,307.5,311.4,66.9,,male,hispanic,2468.5,15.7,25.8,27.5,16.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,307.5,311.4,66.9,,combined,hispanic,2468.5,19.8,25.8,27.5,16.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,307.5,311.4,66.9,,female,asian,2468.5,22.9,31.1,27.5,16.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,307.5,311.4,66.9,,male,asian,2468.5,15.7,31.1,27.5,16.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,307.5,311.4,66.9,,combined,asian,2468.5,19.8,31.1,27.5,16.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,317.0,321.0,69.0,,female,white,2723.1,53.1,37.1,54.0,40.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,317.0,321.0,69.0,,male,white,2723.1,42.8,37.1,54.0,40.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,317.0,321.0,69.0,,combined,white,2723.1,47.4,37.1,54.0,40.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,317.0,321.0,69.0,,female,black,2723.1,53.1,55.9,54.0,40.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,317.0,321.0,69.0,,male,black,2723.1,42.8,55.9,54.0,40.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,317.0,321.0,69.0,,combined,black,2723.1,47.4,55.9,54.0,40.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,317.0,321.0,69.0,,female,hispanic,2723.1,53.1,49.3,54.0,40.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,317.0,321.0,69.0,,male,hispanic,2723.1,42.8,49.3,54.0,40.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,317.0,321.0,69.0,,combined,hispanic,2723.1,47.4,49.3,54.0,40.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,317.0,321.0,69.0,,female,asian,2723.1,53.1,56.1,54.0,40.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,317.0,321.0,69.0,,male,asian,2723.1,42.8,56.1,54.0,40.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,317.0,321.0,69.0,,combined,asian,2723.1,47.4,56.1,54.0,40.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,326.5,330.6,71.1,,female,white,2995.1,82.1,60.5,78.9,69.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,326.5,330.6,71.1,,male,white,2995.1,74.2,60.5,78.9,69.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,326.5,330.6,71.1,,combined,white,2995.1,77.8,60.5,78.9,69.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,326.5,330.6,71.1,,female,black,2995.1,82.1,79.6,78.9,69.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,326.5,330.6,71.1,,male,black,2995.1,74.2,79.6,78.9,69.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,326.5,330.6,71.1,,combined,black,2995.1,77.8,79.6,78.9,69.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,326.5,330.6,71.1,,female,hispanic,2995.1,82.1,70.6,78.9,69.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,326.5,330.6,71.1,,male,hispanic,2995.1,74.2,70.6,78.9,69.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,326.5,330.6,71.1,,combined,hispanic,2995.1,77.8,70.6,78.9,69.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,326.5,330.6,71.1,,female,asian,2995.1,82.1,79.9,78.9,69.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,326.5,330.6,71.1,,male,asian,2995.1,74.2,79.9,78.9,69.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,252,326.5,330.6,71.1,,combined,asian,2995.1,77.8,79.9,78.9,69.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,314.8,315.2,68.0,,female,white,2622.0,40.7,27.7,29.6,18.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,314.8,315.2,68.0,,male,white,2622.0,30.7,27.7,29.6,18.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,314.8,315.2,68.0,,combined,white,2622.0,35.6,27.7,29.6,18.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,314.8,315.2,68.0,,female,black,2622.0,40.7,46.6,29.6,18.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,314.8,315.2,68.0,,male,black,2622.0,30.7,46.6,29.6,18.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,314.8,315.2,68.0,,combined,black,2622.0,35.6,46.6,29.6,18.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,314.8,315.2,68.0,,female,hispanic,2622.0,40.7,39.9,29.6,18.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,314.8,315.2,68.0,,male,hispanic,2622.0,30.7,39.9,29.6,18.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,314.8,315.2,68.0,,combined,hispanic,2622.0,35.6,39.9,29.6,18.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,314.8,315.2,68.0,,female,asian,2622.0,40.7,46.8,29.6,18.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,314.8,315.2,68.0,,male,asian,2622.0,30.7,46.8,29.6,18.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,314.8,315.2,68.0,,combined,asian,2622.0,35.6,46.8,29.6,18.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,324.5,324.9,70.1,,female,white,2890.5,73.6,52.3,56.4,41.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,324.5,324.9,70.1,,male,white,2890.5,62.3,52.3,56.4,41.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,324.5,324.9,70.1,,combined,white,2890.5,67.0,52.3,56.4,41.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,324.5,324.9,70.1,,female,black,2890.5,73.6,70.5,56.4,41.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,324.5,324.9,70.1,,male,black,2890.5,62.3,70.5,56.4,41.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,324.5,324.9,70.1,,combined,black,2890.5,67.0,70.5,56.4,41.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,324.5,324.9,70.1,,female,hispanic,2890.5,73.6,62.4,56.4,41.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,324.5,324.9,70.1,,male,hispanic,2890.5,62.3,62.4,56.4,41.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,324.5,324.9,70.1,,combined,hispanic,2890.5,67.0,62.4,56.4,41.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,324.5,324.9,70.1,,female,asian,2890.5,73.6,70.7,56.4,41.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,324.5,324.9,70.1,,male,asian,2890.5,62.3,70.7,56.4,41.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,324.5,324.9,70.1,,combined,asian,2890.5,67.0,70.7,56.4,41.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,334.2,334.7,72.2,,female,white,3177.4,93.8,74.9,80.7,71.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,334.2,334.7,72.2,,male,white,3177.4,89.4,74.9,80.7,71.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,334.2,334.7,72.2,,combined,white,3177.4,91.0,74.9,80.7,71.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,334.2,334.7,72.2,,female,black,3177.4,93.8,92.2,80.7,71.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,334.2,334.7,72.2,,male,black,3177.4,89.4,92.2,80.7,71.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,334.2,334.7,72.2,,combined,black,3177.4,91.0,92.2,80.7,71.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,334.2,334.7,72.2,,female,hispanic,3177.4,93.8,84.7,80.7,71.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,334.2,334.7,72.2,,male,hispanic,3177.4,89.4,84.7,80.7,71.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,334.2,334.7,72.2,,combined,hispanic,3177.4,91.0,84.7,80.7,71.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,334.2,334.7,72.2,,female,asian,3177.4,93.8,92.3,80.7,71.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,334.2,334.7,72.2,,male,asian,3177.4,89.4,92.3,80.7,71.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,257,334.2,334.7,72.2,,combined,asian,3177.4,91.0,92.3,80.7,71.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,327.9,322.0,69.8,,female,white,2907.0,26.1,20.0,34.9,21.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,327.9,322.0,69.8,,male,white,2907.0,19.5,20.0,34.9,21.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,327.9,322.0,69.8,,combined,white,2907.0,23.0,20.0,34.9,21.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,327.9,322.0,69.8,,female,black,2907.0,26.1,37.4,34.9,21.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,327.9,322.0,69.8,,male,black,2907.0,19.5,37.4,34.9,21.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,327.9,322.0,69.8,,combined,black,2907.0,23.0,37.4,34.9,21.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,327.9,322.0,69.8,,female,hispanic,2907.0,26.1,32.1,34.9,21.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,327.9,322.0,69.8,,male,hispanic,2907.0,19.5,32.1,34.9,21.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,327.9,322.0,69.8,,combined,hispanic,2907.0,23.0,32.1,34.9,21.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,327.9,322.0,69.8,,female,asian,2907.0,26.1,35.6,34.9,21.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,327.9,322.0,69.8,,male,asian,2907.0,19.5,35.6,34.9,21.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,327.9,322.0,69.8,,combined,asian,2907.0,23.0,35.6,34.9,21.1,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,338.0,332.0,72.0,,female,white,3205.7,57.4,42.9,62.5,47.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,338.0,332.0,72.0,,male,white,3205.7,48.7,42.9,62.5,47.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,338.0,332.0,72.0,,combined,white,3205.7,52.0,42.9,62.5,47.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,338.0,332.0,72.0,,female,black,3205.7,57.4,61.0,62.5,47.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,338.0,332.0,72.0,,male,black,3205.7,48.7,61.0,62.5,47.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,338.0,332.0,72.0,,combined,black,3205.7,52.0,61.0,62.5,47.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,338.0,332.0,72.0,,female,hispanic,3205.7,57.4,54.4,62.5,47.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,338.0,332.0,72.0,,male,hispanic,3205.7,48.7,54.4,62.5,47.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,338.0,332.0,72.0,,combined,hispanic,3205.7,52.0,54.4,62.5,47.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,338.0,332.0,72.0,,female,asian,3205.7,57.4,59.2,62.5,47.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,338.0,332.0,72.0,,male,asian,3205.7,48.7,59.2,62.5,47.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,338.0,332.0,72.0,,combined,asian,3205.7,52.0,59.2,62.5,47.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,348.1,342.0,74.2,,female,white,3523.3,84.3,64.5,84.8,75.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,348.1,342.0,74.2,,male,white,3523.3,78.8,64.5,84.8,75.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,348.1,342.0,74.2,,combined,white,3523.3,81.2,64.5,84.8,75.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,348.1,342.0,74.2,,female,black,3523.3,84.3,84.1,84.8,75.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,348.1,342.0,74.2,,male,black,3523.3,78.8,84.1,84.8,75.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,348.1,342.0,74.2,,combined,black,3523.3,81.2,84.1,84.8,75.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,266,348.1,342.0,74.2,,female,hispanic,3523.3,84.3,74.9,84.8,75.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
